marca=CHANA, modelo=Family 1.0 8V 53cv (Perua), ano=2005, renavam=44189535557, placa=HYW-4380, cor=Dourado
marca=CHANGAN, modelo=MINI STAR Family 1.0 8V 53cv (MiniVan), ano=2012, renavam=61623373434, placa=HGG-7528, cor=Cinza
marca=Rover, modelo=Mini Cooper 1.3, ano=1992, renavam=72321940382, placa=HBF-8979, cor=Verde
marca=ASTON MARTIN, modelo=Vantage S 6.0 V12 565cv, ano=2015, renavam=61623373434, placa=HGG-7528, cor=Cinza
marca=LIFAN, modelo=X60 1.8 16V 128cv 5p Mec., ano=2013, renavam=51806429873, placa=HBK-7960, cor=Dourado
marca=JPX, modelo=Jipe Montez Std 4x4 Teto R, ano=1994, renavam=34584512788, placa=GWL-4429, cor=Laranja
marca=Subaru, modelo=Impreza GL 2.0 4x4 Aut., ano=1997, renavam=61623373434, placa=HGG-7528, cor=Cinza
marca=Chrysler, modelo=Stratus LX 2.5 Aut, ano=1995, renavam=72321940382, placa=HBF-8979, cor=Verde
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=72321940382, placa=HBF-8979, cor=Verde
marca=Renault, modelo=DUSTER Dynamique 2.0 Hi-Flex 16V Mec., ano=2012, renavam=61623373434, placa=HGG-7528, cor=Cinza
marca=Daihatsu, modelo=Applause DLX 1.6 16V, ano=1994, renavam=35494910022, placa=HIK-6524, cor=Vermelho
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=52324380545, placa=GUV-0815, cor=Bege
marca=VW - VolksWagen, modelo=Gol TRACK 1.0 Mi Total Flex 8V 4p, ano=2014, renavam=54915601035, placa=HKZ-6573, cor=Laranja
marca=VW - VolksWagen, modelo=Gol (novo) 1.6 Mi Total Flex 8V 4p, ano=2009, renavam=85555862630, placa=HFN-4627, cor=Vermelho
marca=Troller, modelo=T-4 4x4 3.0 TB Int. Cap. R, ano=2006, renavam=52324380545, placa=GUV-0815, cor=Bege
marca=GREAT WALL, modelo=HOVER CUV 2.4 16V 4WD 5p Mec., ano=2007, renavam=42203034630, placa=HAU-5628, cor=Preto
marca=Nissan, modelo=MARCH SR 1.6 16V Flex Fuel 5p, ano=2012, renavam=42336275558, placa=HAP-4682, cor=Vermelho
marca=Rover, modelo=Mini Cooper 1.3, ano=1992, renavam=21234679894, placa=GLM-7221, cor=Preto
marca=Hyundai, modelo=Accent GLS 1.5 12/16V Mec., ano=1995, renavam=42203034630, placa=HAU-5628, cor=Preto
marca=smart, modelo=fortwo BRABUS cabrio 1.0 72kw, ano=2010, renavam=42203034630, placa=HAU-5628, cor=Preto
marca=Audi, modelo=A8 6.0 W12 48V 450cv Quattro Tiptronic, ano=2006, renavam=21234679894, placa=GLM-7221, cor=Preto
marca=CHANA, modelo=Family 1.0 8V 53cv (Perua), ano=2005, renavam=73492745248, placa=GVI-3722, cor=Bege
marca=RAM, modelo=2500 LARAMIE SLT TROPIV. 6.7 4x4 Diesel, ano=2012, renavam=21234679894, placa=GLM-7221, cor=Preto
marca=AM Gen, modelo=Hummer Wagon 6.5 4x4 Diesel TB, ano=1998, renavam=21234679894, placa=GLM-7221, cor=Preto
marca=Audi, modelo=A4 2.8 Avant V6 30V Tiptronic, ano=1997, renavam=71855474296, placa=GUQ-7569, cor=Prata
marca=Pontiac, modelo=Trans-Sport SE 3.1, ano=1991, renavam=52324380545, placa=GUV-0815, cor=Bege
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=14692252398, placa=HOI-1569, cor=Cinza
marca=Suzuki, modelo=Grand Vitara 4SPORT 2.0 16V 4x4 5p Aut., ano=2016, renavam=73492745248, placa=GVI-3722, cor=Bege
marca=Peugeot, modelo=408 Sedan Allure 2.0 Flex 16V 4p Mec., ano=2011, renavam=21234679894, placa=GLM-7221, cor=Preto
marca=Chrysler, modelo=300 C 3.6 V6 Aut., ano=2012, renavam=21234679894, placa=GLM-7221, cor=Preto
marca=BMW, modelo=323iA Entry Sedan, ano=2000, renavam=69036452448, placa=GQI-1326, cor=Vermelho
marca=Isuzu, modelo=Hombre 2 WD XS 2.2, ano=1995, renavam=52324380545, placa=GUV-0815, cor=Bege
marca=Subaru, modelo=Impreza SD RX 2.0 4x4, ano=2000, renavam=23479234786, placa=GSO-7940, cor=Bege
marca=BMW, modelo=Z4 Roadster 3.0 V6 24V Aut., ano=2003, renavam=05882418042, placa=GUG-4163, cor=Marrom
marca=Troller, modelo=RF Esport T-4 4x4 2.0 Cap. R, ano=1999, renavam=69036452448, placa=GQI-1326, cor=Vermelho
marca=GEELY, modelo=GC2 1.0 12V 68cv 5p, ano=2015, renavam=52324380545, placa=GUV-0815, cor=Bege
marca=Troller, modelo=T-4 4x4 3.2 20V Tdi Cap. R, ano=2015, renavam=69036452448, placa=GQI-1326, cor=Vermelho
marca=Jeep, modelo=Wrangler Sport 3.8 V6 199cv, ano=2007, renavam=33068546196, placa=HES-3960, cor=Azul
marca=RELY, modelo=PICK-UP Q22B CS 1.0 2p, ano=2012, renavam=06880299559, placa=GYT-9178, cor=Vermelho
marca=Lada, modelo=Niva 1.7i 4x4, ano=1998, renavam=33068546196, placa=HES-3960, cor=Azul
marca=Fiat, modelo=Strada Trekking 1.8 mpi Flex 8V CS, ano=2004, renavam=95111168690, placa=GZU-4415, cor=Cinza
marca=CHANGAN, modelo=MINI STAR CS 1.0 8V 53cv (Pick-Up), ano=2011, renavam=33068546196, placa=HES-3960, cor=Azul
marca=Subaru, modelo=Legacy SW 2.2, ano=1992, renavam=52940670944, placa=GOZ-5113, cor=Azul
marca=Daihatsu, modelo=Cuore 0/TS0 85i, ano=1995, renavam=94964760191, placa=HKY-6673, cor=Verde
marca=Seat, modelo=Inca 1.6L, ano=1999, renavam=33068546196, placa=HES-3960, cor=Azul
marca=smart, modelo=fortwo BRABUS coup, ano=2008, renavam=71855474296, placa=GUQ-7569, cor=Prata
marca=MG, modelo=MG6 1.8 16V Turbo 170cv Aut., ano=2011, renavam=81421719156, placa=GOS-7717, cor=Branco
marca=BMW, modelo=640i Gran Coupe 3.0 320cv 4p, ano=2013, renavam=71855474296, placa=GUQ-7569, cor=Prata
marca=Nissan, modelo=VERSA UNIQUE 1.6 16V FlexStart 4p Aut., ano=2017, renavam=14692252398, placa=HOI-1569, cor=Cinza
marca=Jeep, modelo=Renegade Sport 1.8 4x2 Flex 16V Mec., ano=2016, renavam=80619640136, placa=GZV-0095, cor=Marrom
marca=Envemo, modelo=Camper GL/GLS 4x4 4.0 Diesel, ano=1991, renavam=05882418042, placa=GUG-4163, cor=Marrom
marca=Mercedes-Benz, modelo=Sprinter 415 Chassi L. 2.2 Diesel, ano=2012, renavam=14692252398, placa=HOI-1569, cor=Cinza
marca=Fyber, modelo=Buggy 2000W 1.8 8V/ 1.8 8V Flex, ano=2004, renavam=43174336695, placa=HOA-8218, cor=Vermelho
marca=Peugeot, modelo=405 GRi 1.8, ano=1993, renavam=98795181559, placa=GTF-3456, cor=Cinza
marca=Chrysler, modelo=Neon LE/Highline 2.0, ano=1994, renavam=62506420809, placa=GYI-5356, cor=Vermelho
marca=JPX, modelo=Jipe Montez 4x4 CD Teto R, ano=1994, renavam=98795181559, placa=GTF-3456, cor=Cinza
marca=Engesa, modelo=Engesa 4x4 2.5/4.1, ano=1985, renavam=43174336695, placa=HOA-8218, cor=Vermelho
marca=Alfa Romeo, modelo=145 Quadrifoglio 2.0, ano=1996, renavam=81421719156, placa=GOS-7717, cor=Branco
marca=Citroen, modelo=Xsara Break Exclusive 1.6 16V 5p Mec., ano=2001, renavam=50481633576, placa=HCL-2982, cor=Azul
marca=Seat, modelo=Inca 1.6L, ano=1999, renavam=43174336695, placa=HOA-8218, cor=Vermelho
marca=Rolls-Royce, modelo=Ghost ll 6.6 V12 Aut., ano=2015, renavam=34735263722, placa=HCI-6771, cor=Dourado
marca=CBT Jipe, modelo=Javali 3.0 4x4 Diesel, ano=1988, renavam=09948474797, placa=HLP-4902, cor=Vermelho
marca=TAC, modelo=Stark 2.3 4WD 127cv TDI Diesel 3p, ano=2010, renavam=36717044018, placa=GUT-4634, cor=Laranja
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=61280526743, placa=GNR-6667, cor=Verde
marca=Suzuki, modelo=Grand Vitara 2.0 16V 4x2/4x4 5p Aut., ano=1998, renavam=23044714440, placa=GKU-4397, cor=Preto
marca=Suzuki, modelo=Swift Hatch/ Sedan 1.3, ano=1991, renavam=83941372491, placa=GNI-4528, cor=Laranja
marca=smart, modelo=fortwo passion coup, ano=2008, renavam=09246640786, placa=HHY-4429, cor=Laranja
marca=Audi, modelo=R8 4.2 V8 426cv QUATTRO R-tronic, ano=2008, renavam=93480888965, placa=GPO-0587, cor=Verde
marca=Mazda, modelo=626 Sedan Top, ano=2000, renavam=22972341723, placa=GXZ-3024, cor=Verde
marca=SSANGYONG, modelo=Musso Pick-Up GLX 2.9 4x4 CD TB Int.Dies, ano=2003, renavam=02158000079, placa=GZP-3142, cor=Vermelho
marca=SHINERAY, modelo=SY6390 A9 CARGOV, ano=2012, renavam=68470750625, placa=HFS-2766, cor=Prata
marca=ASTON MARTIN, modelo=Vantage Roadster 4.7 V8 420cv, ano=2011, renavam=99517943068, placa=HGN-2191, cor=Azul
marca=BMW, modelo=328i Touring/Sport, ano=1996, renavam=47975666025, placa=GQQ-6993, cor=Branco
marca=Honda, modelo=Civic Coup, ano=2014, renavam=70701204266, placa=GMF-5290, cor=Cinza
marca=CHANGAN, modelo=MINI STAR Family 1.0 8V 53cv (MiniVan), ano=2012, renavam=47975666025, placa=GQQ-6993, cor=Branco
marca=Renault, modelo=Master 2.8 DTI Furg, ano=2002, renavam=52730077023, placa=HEJ-4501, cor=Laranja
marca=Ferrari, modelo=355 GTS Spider, ano=1995, renavam=82869371660, placa=HLJ-1640, cor=Prata
marca=Fibravan, modelo=Buggy Vip 1.8 8V, ano=2006, renavam=24619822225, placa=GLI-9098, cor=Vermelho
marca=Asia Motors, modelo=Towner Pick-Up, ano=1997, renavam=11775669631, placa=GOY-5472, cor=Preto
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=72571902410, placa=GXE-1935, cor=Bege
marca=CHERY, modelo=Tiggo 2.0 16V Mec. 5p, ano=2009, renavam=69648162076, placa=HIA-7088, cor=Marrom
marca=Fiat, modelo=Uno CSL 1.6 4p (Argentino), ano=1991, renavam=07286788230, placa=HGP-6548, cor=Laranja
marca=Fiat, modelo=Siena ATTRACTIVE 1.4 Fire Flex 8V 4p, ano=2011, renavam=23370449893, placa=GLR-7867, cor=Prata
marca=GM - Chevrolet, modelo=SONIC HB LTZ 1.6 16V FlexPower 5p Aut., ano=2012, renavam=42036526350, placa=HNA-2921, cor=Branco
marca=RAM, modelo=2500 LARAMIE SLT TROPIV. 6.7 4x4 Diesel, ano=2012, renavam=00704184478, placa=GVC-7132, cor=Cinza
marca=Envemo, modelo=Camper 2.5/GL/GLS/Master 4.1, ano=1990, renavam=06622087460, placa=GQB-9514, cor=Laranja
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=31707345669, placa=HLI-8384, cor=Prata
marca=Daewoo, modelo=Lanos SX 1.6 16V Aut, ano=1997, renavam=15119067690, placa=GKN-2771, cor=Dourado
marca=BMW, modelo=650Ci Cabriolet 4.4 407cv Bi-Turbo, ano=2012, renavam=58511125722, placa=GRQ-4352, cor=Verde
marca=BMW, modelo=545iA 4.4 32V V8 333cv, ano=2004, renavam=81460381217, placa=HMQ-7057, cor=Amarelo
marca=Fibravan, modelo=Buggy Off Road 1.8 8V, ano=2009, renavam=82231435228, placa=HJF-3198, cor=Amarelo
marca=BMW, modelo=M4 Cabriolet 3.0 Bi-Turbo 24V 431cv 2p, ano=2015, renavam=86152128503, placa=HWZ-6910, cor=Cinza
marca=RAM, modelo=2500 LARAMIE SLT 6.7 TDI  CD 4x4 Diesel, ano=2012, renavam=49278278429, placa=HWR-1204, cor=Laranja
marca=Subaru, modelo=Legacy GX TW 2.5 4x4 Aut., ano=1997, renavam=46057049163, placa=HVO-0389, cor=Dourado
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=47975666025, placa=HUZ-6993, cor=Branco
marca=smart, modelo=fortwo BRABUS cabrio 1.0 72kw, ano=2010, renavam=40796373883, placa=HWE-5794, cor=Vermelho
marca=Plymouth, modelo=Gran Voyager LE 2.5, ano=1992, renavam=40171584413, placa=HUU-3227, cor=Marrom
marca=HAFEI, modelo=Towner Jr. Pick-up 1.0 8V 48cv  CD 4p, ano=2010, renavam=47975666025, placa=HUZ-6993, cor=Branco
marca=Volvo, modelo=850 GLE SW 20V, ano=1994, renavam=63268024560, placa=HYU-5492, cor=Bege
marca=AM Gen, modelo=Hummer Wagon 6.5 4x4 Diesel TB, ano=1998, renavam=22572051728, placa=HTX-8330, cor=Azul
marca=AM Gen, modelo=Hummer Wagon 6.5 4x4 Diesel TB, ano=1998, renavam=24619822225, placa=HUB-9098, cor=Vermelho
marca=Dodge, modelo=Dakota Sport 2.5 4x4, ano=1995, renavam=95513702799, placa=HYP-7905, cor=Amarelo
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=10315939831, placa=HUU-2885, cor=Preto
marca=Buggy, modelo=Buggy 1.6 2-Lug., ano=1988, renavam=04043686756, placa=HYP-8249, cor=Bege
marca=Audi, modelo=A6 3.0 V6 30V 218cv Multitronic 4p, ano=2002, renavam=10315939831, placa=HUU-2885, cor=Preto
marca=CHANGAN, modelo=MINI STAR CS 1.0 8V 53cv (Pick-Up), ano=2011, renavam=12951255375, placa=HUX-3542, cor=Bege
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=10315939831, placa=HUU-2885, cor=Preto
marca=Jaguar, modelo=XF SV8 4.2 V8 32V 420cv Aut., ano=2009, renavam=07064499402, placa=HXO-6258, cor=Dourado
marca=CHERY, modelo=S-18 1.3 16V Flex Mec. 5p, ano=2010, renavam=78342360082, placa=HXX-2536, cor=Branco
marca=Mercury, modelo=Mystique GS 2.5 V6 Mec., ano=1995, renavam=90005130501, placa=HYT-7829, cor=Marrom
marca=HAFEI, modelo=Towner Pick_up Ba, ano=2011, renavam=12951255375, placa=HUX-3542, cor=Bege
marca=Subaru, modelo=Legacy GX 2.5 4x4 Aut., ano=1997, renavam=98591467420, placa=HUA-1186, cor=Azul
marca=Maserati, modelo=Quattroporte Evolucione Mec., ano=2000, renavam=24619822225, placa=HUB-9098, cor=Vermelho
marca=Lotus, modelo=Elan S-2 1.6 16V, ano=1995, renavam=67669596370, placa=HWA-5744, cor=Azul
marca=Acura, modelo=Integra GS 1.8, ano=1991, renavam=00704184478, placa=HVS-7132, cor=Cinza
marca=Ford, modelo=Ranger XLT 3.0 PSE 163cv 4x2 CD TB Dies., ano=2005, renavam=00704184478, placa=HVS-7132, cor=Cinza
marca=Pontiac, modelo=Trans-AM 5.7 V8, ano=1991, renavam=46438890076, placa=HXL-0281, cor=Verde
marca=BMW, modelo=X3 XDRIVE 20i 2.0/X-Line Bi-TB Flex Aut., ano=2012, renavam=98591467420, placa=HUA-1186, cor=Azul
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=66610616237, placa=HUH-0363, cor=Verde
marca=Rolls-Royce, modelo=Ghost 6.6 V12 Aut., ano=2011, renavam=46438890076, placa=HXL-0281, cor=Verde
marca=EFFA, modelo=ULC FURG, ano=2007, renavam=37699856638, placa=HYC-3133, cor=Vermelho
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=46438890076, placa=HXL-0281, cor=Verde
marca=Chrysler, modelo=Gran Caravan SE 3.3 V6, ano=1993, renavam=23227534505, placa=HYL-8220, cor=Marrom
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=84235178170, placa=HVR-9231, cor=Dourado
marca=LIFAN, modelo=FOISON 1.3 16V 85cv 2p, ano=2014, renavam=22572051728, placa=HTX-8330, cor=Azul
marca=Porsche, modelo=911 Carrera S Coupe 3.0 420cv, ano=2017, renavam=22572051728, placa=HTX-8330, cor=Azul
marca=Ford, modelo=Taurus L/LX 3.0 V6, ano=1991, renavam=46291325708, placa=HWG-4020, cor=Bege
marca=RELY, modelo=VAN Q22 1.0 5p, ano=2013, renavam=22572051728, placa=HTX-8330, cor=Azul
marca=Wake, modelo=Way 1.6 Total Flex 8V Mec., ano=2009, renavam=10315939831, placa=HUU-2885, cor=Preto
marca=GM - Chevrolet, modelo=Silverado Trop. SL/ Van T.Diesel (todas), ano=1998, renavam=10315939831, placa=HUU-2885, cor=Preto
marca=ASTON MARTIN, modelo=DB9 Coupe 6.0 V12 510cv, ano=2014, renavam=06620980930, placa=HVK-5777, cor=Azul
marca=Hyundai, modelo=Galloper 3.0 V6 Luxo, ano=1998, renavam=20750960188, placa=HXR-6610, cor=Preto
marca=Dodge, modelo=Dakota 2.5, ano=1998, renavam=39891973589, placa=HXF-4083, cor=Preto
marca=Suzuki, modelo=Grand Vitara 1.6 16V Aut., ano=1998, renavam=06620980930, placa=HVK-5777, cor=Azul
marca=Lotus, modelo=Elan S-2 1.6 16V, ano=1995, renavam=08112267934, placa=HVP-1489, cor=Amarelo
marca=MG, modelo=550 1.8 16V Turbo 170cv Aut., ano=2010, renavam=37699856638, placa=HYC-3133, cor=Vermelho
marca=MINI, modelo=COOPER S Clubman 2.0 Aut., ano=2016, renavam=41059195433, placa=HYZ-0939, cor=Bege
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=99231952502, placa=HUH-0995, cor=Dourado
marca=Cadillac, modelo=Seville 4.6, ano=1991, renavam=08112267934, placa=HVP-1489, cor=Amarelo
marca=ASTON MARTIN, modelo=Vanquish V12 6.0 565cv, ano=2014, renavam=44912263581, placa=HYV-4876, cor=Verde
marca=Isuzu, modelo=Rodeo 3.2 V6, ano=1992, renavam=68778017833, placa=HXF-6732, cor=Dourado
marca=Fyber, modelo=Buggy 2000W 1.8 8V/ 1.8 8V Flex, ano=2004, renavam=70936234785, placa=HWK-2688, cor=Branco
marca=Mercury, modelo=Sable LS 3.0 V6, ano=1992, renavam=37699856638, placa=HYC-3133, cor=Vermelho
marca=SHINERAY, modelo=SY1020 T 22 TRUCKS CD, ano=2012, renavam=82608640241, placa=HVG-5763, cor=Vermelho
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=68778017833, placa=HXF-6732, cor=Dourado
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=85180382100, placa=HWC-1781, cor=Laranja
marca=Seat, modelo=Inca 1.6L, ano=1999, renavam=61281735893, placa=HUL-0070, cor=Vermelho
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=61281735893, placa=HUL-0070, cor=Vermelho
marca=CHANA, modelo=Family 1.0 8V 53cv (Perua), ano=2005, renavam=09533563490, placa=HXW-9079, cor=Bege
marca=MG, modelo=MG6 1.8 16V Turbo 170cv Aut., ano=2011, renavam=69553012735, placa=HYD-0069, cor=Laranja
marca=Gurgel, modelo=Carajas Diesel, ano=1985, renavam=44912263581, placa=HYV-4876, cor=Verde
marca=Citroen, modelo=Xantia VSX 2.0, ano=1994, renavam=44912263581, placa=HYV-4876, cor=Verde
marca=Rolls-Royce, modelo=Wraith 6.6 V12 Aut., ano=2014, renavam=06620980930, placa=HVK-5777, cor=Azul
marca=RAM, modelo=2500 LARAMIE SLT TROPIV. 6.7 4x4 Diesel, ano=2012, renavam=44912263581, placa=HYV-4876, cor=Verde
marca=Mazda, modelo=626 SW, ano=1998, renavam=68778017833, placa=HXF-6732, cor=Dourado
marca=Agrale, modelo=MARRU, ano=2008, renavam=82200191033, placa=HXD-8376, cor=Dourado
marca=RAM, modelo=2500 LARAMIE SLT 6.7 TDI  CD 4x4 Diesel, ano=2012, renavam=35618820097, placa=HWY-7124, cor=Vermelho
marca=Chrysler, modelo=TOWN & COUNTRY Limited 3.8 /3.6 V6 Aut., ano=2008, renavam=68849857243, placa=HWF-6425, cor=Verde
marca=MG, modelo=MG6 1.8 16V Turbo 170cv Aut., ano=2011, renavam=81847188430, placa=HXO-1924, cor=Amarelo
marca=Matra, modelo=Pick-Up 4x4 Curto/Longo 2.5 TDI  Diesel, ano=2002, renavam=61281735893, placa=HUL-0070, cor=Vermelho
marca=SSANGYONG, modelo=ACTYON SPORTS 2.0 16V 141cv Diesel, ano=2007, renavam=68849857243, placa=HWF-6425, cor=Verde
marca=SSANGYONG, modelo=Musso GLS 3.2 V6 220cv 4x4 Aut., ano=2001, renavam=06620980930, placa=HVK-5777, cor=Azul
marca=JAC, modelo=J2 1.4 16V 5p Mec., ano=2012, renavam=44912263581, placa=HYV-4876, cor=Verde
marca=Acura, modelo=NSX 3.0, ano=1991, renavam=25507574139, placa=HVI-7976, cor=Azul
marca=JPX, modelo=Jipe Montez Std 4x4 Teto de Lona Diesel, ano=1994, renavam=72165670220, placa=HWF-1696, cor=Verde
marca=GM - Chevrolet, modelo=Vectra CD 2.2 16V / 2.0 16V Mec./Aut., ano=1996, renavam=61281735893, placa=HUL-0070, cor=Vermelho
marca=Acura, modelo=NSX 3.0, ano=1991, renavam=44912263581, placa=HYV-4876, cor=Verde
marca=Engesa, modelo=Engesa 4x4 4.0 Diesel, ano=1986, renavam=25507574139, placa=HVI-7976, cor=Azul
marca=Peugeot, modelo=405 STi, ano=1994, renavam=68849857243, placa=HWF-6425, cor=Verde
marca=GEELY, modelo=EC7 1.8 16V 130cv 4p Mec., ano=2014, renavam=61281735893, placa=HUL-0070, cor=Vermelho
marca=Mahindra, modelo=PIK-UP CS 2.2 4X2 (diesel) Mec., ano=2014, renavam=61281735893, placa=HUL-0070, cor=Vermelho
marca=ASTON MARTIN, modelo=Rapide S 6.0 V12 550cv, ano=2014, renavam=09694964895, placa=HWW-9877, cor=Laranja
marca=LOBINI, modelo=H1 1.8 20V Turbo 180cv 2p, ano=2005, renavam=97376947040, placa=HWD-8174, cor=Preto
marca=Cadillac, modelo=Deville/Eldorado 4.9, ano=1991, renavam=64482267050, placa=HUO-5189, cor=Dourado
marca=Porsche, modelo=Boxster Spyder 3.8 375cv, ano=2016, renavam=97376947040, placa=HWD-8174, cor=Preto
marca=VW - VolksWagen, modelo=Gol (novo) 1.0 Mi Total Flex 8V 2p, ano=2013, renavam=09533563490, placa=HXW-9079, cor=Bege
marca=ASTON MARTIN, modelo=DB9 Coupe 6.0 V12 510cv, ano=2014, renavam=95284670592, placa=HYP-7412, cor=Dourado
marca=VW - VolksWagen, modelo=Gol Special/ Special Xtreme 1.0 Mi 2p, ano=1998, renavam=33521953150, placa=HWV-6966, cor=Azul
marca=Alfa Romeo, modelo=155, ano=1995, renavam=33521953150, placa=HWV-6966, cor=Azul
marca=Lotus, modelo=Esprit S-4 2.2 16V, ano=1995, renavam=95284670592, placa=HYP-7412, cor=Dourado
marca=Rover, modelo=Mini Cooper 1.3, ano=1992, renavam=97376947040, placa=HWD-8174, cor=Preto
marca=Troller, modelo=T-4 4x4 3.0 TB Int. Cap. R, ano=2006, renavam=61302031296, placa=HYR-0778, cor=Cinza
marca=ASTON MARTIN, modelo=Virage Coupe 6.0 V12 490cv, ano=2012, renavam=61302031296, placa=HYR-0778, cor=Cinza
marca=CHERY, modelo=Celer Hatch 1.5 16V Flex 5p, ano=2013, renavam=97376947040, placa=HWD-8174, cor=Preto
marca=JPX, modelo=Picape Montez 1.9 4x4 Diesel, ano=1994, renavam=73960603641, placa=HVE-6228, cor=Branco
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=76428331106, placa=HVB-0566, cor=Verde
marca=Volvo, modelo=S40 1.8 Mec., ano=1997, renavam=73960603641, placa=HVE-6228, cor=Branco
marca=Gurgel, modelo=BR-800 (todos)/ Supermini, ano=1988, renavam=73960603641, placa=HVE-6228, cor=Branco
marca=Engesa, modelo=Engesa 4x4 4.0 Diesel, ano=1986, renavam=95284670592, placa=HYP-7412, cor=Dourado
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=76428331106, placa=HVB-0566, cor=Verde
marca=Isuzu, modelo=Hombre 2 WD XS 2.2, ano=1995, renavam=95284670592, placa=HYP-7412, cor=Dourado
marca=Alfa Romeo, modelo=164 3.0 V6, ano=1991, renavam=92492292940, placa=KGV-8362, cor=Verde
marca=Engesa, modelo=Engesa 4x4 4.0 Diesel, ano=1986, renavam=76428331106, placa=KGS-0566, cor=Verde
marca=JPX, modelo=Picape Montez 1.9 4x4 Diesel, ano=1994, renavam=33521953150, placa=KJE-6966, cor=Azul
marca=AM Gen, modelo=Hummer Hard-Top 6.5 4x4 Diesel TB, ano=1998, renavam=83697253557, placa=KHT-6264, cor=Amarelo
marca=Suzuki, modelo=Grand Vitara 2.0 16V Ed. Special 5p Aut., ano=2000, renavam=44762036666, placa=KKW-9694, cor=Dourado
marca=Walk, modelo=Buggy  Walk Sport 1.6 8V 58cv, ano=2005, renavam=92492292940, placa=KGV-8362, cor=Verde
marca=Jeep, modelo=Wrangler Unlimited Sport 3.8 V6 199cv, ano=2009, renavam=95284670592, placa=KLO-7412, cor=Dourado
marca=Saturn, modelo=SL-2 1.9, ano=1991, renavam=76428331106, placa=KGS-0566, cor=Verde
marca=MINI, modelo=COOPER S 2.0 Turbo 16V 3p Mec., ano=2014, renavam=33521953150, placa=KJE-6966, cor=Azul
marca=JPX, modelo=Jipe Montez 4x4 CD Teto R, ano=1994, renavam=70332014259, placa=KGP-9319, cor=Dourado
marca=Miura, modelo=Picape BG-Truck CD Turbo Diesel, ano=1993, renavam=33521953150, placa=KJE-6966, cor=Azul
marca=Dodge, modelo=Dakota Sport 2.5 4x4, ano=1995, renavam=69260214253, placa=KHW-4015, cor=Dourado
marca=CHANA, modelo=Family 1.0 8V 53cv (Perua), ano=2005, renavam=69260214253, placa=KHW-4015, cor=Dourado
marca=MG, modelo=MG6 1.8 16V Turbo 170cv Aut., ano=2011, renavam=69260214253, placa=KHW-4015, cor=Dourado
marca=Saab, modelo=9000 CD 2.3 Turbo, ano=1992, renavam=69260214253, placa=KHW-4015, cor=Dourado
marca=FOTON, modelo=AUMARK 3.5 - 11DT 2.8 4x2 TB Diesel, ano=2014, renavam=52508542351, placa=KFN-8110, cor=Branco
marca=SSANGYONG, modelo=Rexton RX 270 2.7 165cv Xdi Diesel Aut., ano=2005, renavam=06926765808, placa=KIW-2463, cor=Verde
marca=Cross Lander, modelo=CL-330 2.8 132cv 4x4 TB Int. Diesel, ano=2006, renavam=06926765808, placa=KIW-2463, cor=Verde
